OBJID,RA,DEC,REDSHIFT,REDSHIFT_ERR,LOG_MASS,SFR,UMAG,GMAG,RMAG,IMAG,ZMAG,U_ABSMAG,G_ABSMAG,R_ABSMAG,I_ABSMAG,Z_ABSMAG,PETRO_R50,V_DISP,V_DISP_ERR,D4000,D4000_ERR,OII_FLUX,OII_FLUX_ERR,OIII_FLUX,OIII_FLUX_ERR,HBETA_FLUX,HBETA_FLUX_ERR,HALPHA_FLUX,HALPHA_FLUX_ERR,HDELTA_FLUX,HDELTA_FLUX_ERR,NII_FLUX,NII_FLUX_ERR,NaD_ABS_FLUX,LUMINOSITY_DISTANCE
587736808845279315,223.57400,11.980200,0.060266800,7.1724500e-06,10.322700,1.72917,17.995200,16.597700,15.948500,15.638400,15.441600,-18.198500,-19.549600,-20.201100,-20.492900,-20.677100,2.2700700,133.76500,13.644100,1.4788900,0.031634500,41.606800,4.5017100,35.653800,2.5552000,59.147300,2.6678400,323.74900,4.0721900,11.0469,2.52250,121.07900,2.9297600,2.5294400,8.31978e+26
587736478131880221,226.50000,9.4537200,0.028266800,8.0448900e-06,10.051900,1.20487,16.801800,15.389900,14.760800,14.404800,14.187100,-17.695100,-19.062300,-19.694300,-20.032200,-20.237400,4.6591700,57.030400,12.045700,1.3131300,0.036358900,95.257600,10.083700,55.341500,2.9765800,124.66500,3.5180300,695.21800,6.6920600,20.4984,3.72379,283.28000,3.6698500,2.2228900,3.81264e+26
588017704561606933,227.72000,9.9262300,0.20282800,3.6719500e-05,11.101700,4.47838,17.905900,16.538000,15.969200,15.780200,15.488200,-21.118500,-22.442500,-23.014600,-23.185600,-23.465200,1.0282100,204.63600,18.444800,1.4047700,0.021515400,13.187400,12.253900,19.600400,5.6522300,11.049200,7.7904400,71.314700,7.9649100,-12.6983,5.75598,93.995400,8.4568200,3.0306100,3.06853e+27
587736478669078773,227.28700,9.8848000,0.11545000,9.4621900e-06,10.261800,3.77152,17.738400,16.797000,16.366600,16.188400,15.951200,-19.944400,-20.842300,-21.276200,-21.436500,-21.661300,2.2879500,32.993400,42.068900,1.2097700,0.022719000,34.324100,3.5121200,11.981200,2.0855300,58.808000,2.2184300,250.88500,4.0504000,16.9784,2.16454,83.279200,2.8853300,1.2392900,1.65488e+27
587736915682066587,227.73000,10.952400,0.027885400,1.3138100e-05,9.5296800,0.511749,16.222600,15.136600,14.914100,14.852400,15.240000,-18.238000,-19.283000,-19.510300,-19.554600,-19.154800,6.1900500,26.466400,33.290000,1.3421800,0.036942900,45.626500,7.9284000,32.421700,2.5943700,23.829400,2.2578400,79.581700,2.1686300,1.52684,2.85670,15.671000,1.5375200,0.56819600,3.76013e+26
587736477058793714,227.84200,8.4136300,0.094075800,8.7104700e-06,10.308500,2.57969,18.127800,17.023000,16.433900,16.152000,15.918500,-19.081900,-20.141700,-20.733600,-20.997300,-21.218300,1.7744500,110.05500,16.382300,1.2921000,0.030024600,21.721900,5.0107300,9.7612200,2.2284000,40.747200,2.4423100,223.87400,3.8587000,8.73246,2.81587,87.863200,2.6590900,1.5677700,1.32945e+27
587736478132338990,227.60600,9.4164100,0.11594400,1.6100800e-05,10.913600,1.44949,17.414800,15.863500,15.244600,15.079600,14.827000,-20.276300,-21.785100,-22.408000,-22.555400,-22.795700,1.3481200,169.30200,7.3672700,1.4416900,0.010291700,12.369200,6.0935700,18.515400,4.3058300,-11.827400,6.5094100,39.738600,8.4569000,-22.7942,6.41445,43.962100,5.5376100,4.4934400,1.66250e+27
587736477059711250,229.90600,8.1888100,0.042451500,8.8409100e-06,9.5939800,0.410025,18.121300,16.800900,16.209800,15.959800,15.812000,-17.283400,-18.557700,-19.151100,-19.382800,-19.518000,1.9389800,41.986200,16.018800,1.4102000,0.037277400,18.587600,5.5975900,10.498200,1.9383900,54.841200,2.2251000,243.62000,3.3397000,17.0749,2.70846,74.684800,2.4898600,1.8213500,5.78589e+26
587736478133846345,230.96400,8.7929700,0.039633400,2.7838600e-05,9.3021000,0.0820717,18.027800,16.512600,16.025500,15.993800,15.724800,-17.222800,-18.692200,-19.181700,-19.195200,-19.451700,3.3910700,70.220700,13.877000,1.3365400,0.031185300,9.0133400,3.9456900,6.1408300,1.6456900,6.2290700,1.3779300,24.512600,1.4801900,2.42871,1.94579,9.2929000,1.3468900,1.2422400,5.39071e+26
587736812060082341,233.76300,9.2795200,0.12732400,1.7709900e-05,11.021100,13.8636,17.990400,16.348000,15.716900,15.465300,15.134000,-19.922900,-21.521100,-22.155300,-22.389000,-22.707800,2.3511500,168.56500,9.5907300,1.4137800,0.015961700,20.225400,4.4381100,17.036800,2.6654600,46.531900,2.6768100,256.54200,4.1235900,13.0269,2.54243,123.40100,3.1387600,2.9817100,1.83923e+27
